,author,content,description,label,publishedAt,source_id,source_name,title,url,urlToImage
37,Ken Klukowski,"Thus begins the next battle in the campaign to confirm the nation’s next Supreme Court justice, one that began in earnest when Justice Anthony Kennedy announced his retirement on June 27. The Trump White House and Senate Republicans hope for a repeat of the h… [+3202 chars]","All eyes will be on Capitol Hill this week, as the Senate Judiciary Committee holds hearings on Judge Brett Kavanaugh, President Trump’s second nominee to the U.S. Supreme Court.",right,2018-09-03T22:23:41Z,breitbart-news,Breitbart News,Showdown: Senate Hearings on Brett Kavanaugh Supreme Court Nomination Begin,https://www.breitbart.com/big-government/2018/09/03/senate-hearings-brett-kavanaugh-supreme-court-nomination/,https://media.breitbart.com/media/2018/09/Kava-Nope-Getty.jpg
38,Justin Caruso,"Before the hearings began, comedian Chelsea Handler called for the Senate to block the Brett Kavanaugh nomination. “We can’t let them roll back the progress we’ve made on women’s rights. We’ve got to keep fighting. The hearings start Tuesday. We’ve tied up th… [+6052 chars]",Hollywood celebrities reacted to SCOTUS nominee Brett Kavanaugh's Senate hearing on Twitter Tuesday with unhinged angry attacks on President Donald Trump and Republican Senators.,right,2018-09-04T20:50:49Z,breitbart-news,Breitbart News,Hollywood Melts Down During Kavanaugh Hearings: ‘Motherf***ing Soulless GOP Scum’,https://www.breitbart.com/big-hollywood/2018/09/04/brett-kavanaugh-hearings-motherfking-soulless-gop-scum/,https://media.breitbart.com/media/2018/09/Kavanaughcollage.jpg
39,Penny Starr,"But in an interview with the San Francisco Chronicle ahead of this week’s confirmation hearings for Kavanaugh, John Yoo, the man who wrote the memo granting that presidential authority, said the judge, if confirmed, would not be a puppet manipulated by Presid… [+2445 chars]","John Yoo, who wrote the ""enhanced interrogation"" legal memo after 911, said Brett Kavanaugh as a SCOTUS justice would not favor President Trump.",right,2018-09-07T00:19:57Z,breitbart-news,Breitbart News,G.W. Bush’s ‘Enhanced Interrogation’ Memo Author: Kavanaugh No Trump Puppet,https://www.breitbart.com/big-government/2018/09/06/g-w-bushs-enhanced-interrogation-memo-author-kavanaugh-no-trump-puppet/,https://media.breitbart.com/media/2018/09/Kavanaugh-George-W.-Bush.jpg
40,Ken Klukowski,"“What makes a judge a good one, and what influences in your life have shaped your vision of how a judge should go about doing his job?” Grassley began. Kavanaugh answered that “the first quality of a good judge in our constitutional system is independence; in… [+8819 chars]","Sen. Chuck Grassley’s (R-IA) opening exchange with Judge Brett Kavanaugh on Wednesday covered judicial independence, wartime powers, the importance of precedent, and federalism.",right,2018-09-07T06:13:19Z,breitbart-news,Breitbart News,Kavanaugh to Grassley: Constitution Requires Judicial Independence and Respect for Precedent,https://www.breitbart.com/big-government/2018/09/06/kavanaugh-to-grassley-constitution-requires-judicial-independence-and-respect-for-precedent/,https://media.breitbart.com/media/2018/09/sen-chuck-grassley-judge-brett-kavanaugh-judiciary-committee-getty.jpg
41,Charlie Spiering,"“Do you believe the anger and the meanness on the other side?” Trump asked as the crowd booed. “Sick. It’s sick.” The president commented on Kavanaugh’s confirmation hearings in the Senate Judiciary Committee during a political rally in Billings, Montana. Tru… [+1008 chars]","""Do you believe the anger and the meanness on the other side?"" Trump asked as the crowd booed. ""Sick. It's sick.""",right,2018-09-07T03:41:20Z,breitbart-news,Breitbart News,Trump Berates Democrats for ‘Sick’ Attacks Against Brett Kavanaugh,https://www.breitbart.com/big-government/2018/09/06/trump-berates-democrats-for-sick-attacks-against-brett-kavanaugh/,https://media.breitbart.com/media/2018/09/Trump-in-Billings.jpg
42,Charlie Spiering,"“I think the other side is grasping at straws, and, really, the other side should embrace him,” Trump said to reporters at the White House as the Senate confirmation hearings continued for the second day. Trump indicated he was pleased with Kavanaugh’s perfor… [+557 chars]","""I think the other side is grasping at straws, and, really, the other side should embrace him,"" Trump said to reporters at the White House as the Senate confirmation hearings continued for the second day.",right,2018-09-05T19:33:57Z,breitbart-news,Breitbart News,Donald Trump: Democrats ‘Grasping at Straws’ with Brett Kavanaugh Opposition,https://www.breitbart.com/big-government/2018/09/05/donald-trump-democrats-grasping-straws-brett-kavanaugh-opposition/,https://media.breitbart.com/media/2018/09/Schumer-grasping-anti-kavanaugh-rally-ap.jpg
43,Ben Kew,"In her latest string of all-caps tweets filled with emojis, the Mamma Mia! star claimed that Kavanaugh’s confirmation would lead to the repression of LGBT people, an overturn of Roe vs Wade, people of color losing the right to vote, and a situation where Trum… [+1554 chars]","Pop superstar Cher has claimed that people's lives ""will never be the same"" of Judge Brett Kavanaugh is confirmed to the United States Supreme Court.",right,2018-09-05T22:37:04Z,breitbart-news,Breitbart News,Cher: Our Lives Will Never Be the Same If ‘F*cking Train Wreck’ Kavanaugh Confirmed,https://www.breitbart.com/big-hollywood/2018/09/05/cher-fcking-train-wreck-kavanaugh-confirmed/,https://media.breitbart.com/media/2018/09/CherKavanaugh1.jpg
44,Justin Caruso,"Zina Bash, who is of Mexican-Jewish descent, was falsely accused of making a “white power” hand sign while sitting behind Judge Kavanaugh during the hearings. NBC’s Will &amp; Grace star Debra Messing pushed the falsehood about Bash and smeared White House se… [+2503 chars]","Hollywood celebrities melted down and promoted the hoax that Zina Bash, an aide to Brett Kavanaugh, was using a white power hand gesture during the Senate hearings Tuesday.",right,2018-09-05T23:31:26Z,breitbart-news,Breitbart News,"Debra Messing, Adam McKay Among Celebs Who Smeared Kavanaugh Aide as White Supremacist",https://www.breitbart.com/big-hollywood/2018/09/05/debra-messing-adam-mckay-celebs-smear-kavanaugh-aide/,https://media.breitbart.com/media/2018/09/MessingMcKay1.jpg
45,Justin Caruso,"The “Unite For Justice” activists railed against Brett Kavanaugh for his stance on a number of issues, including abortion, immigration, and Obamacare. “Senate Republicans are fast-tracking Brett Kavanaugh through confirmation before they even have his records… [+3446 chars]","Left-wing activists hellbent on stopping President Donald Trump's Supreme Court nominee Brett Kavanaugh organized national protests Sunday, defending abortion and Planned Parenthood.",right,2018-08-27T18:50:48Z,breitbart-news,Breitbart News,Photos: Left-Wing Activists Launch Brett Kavanaugh Protests Across the Country,https://www.breitbart.com/big-hollywood/2018/08/27/brett-kavanaugh-protests-across-country/,https://media.breitbart.com/media/2018/07/Handmaids-Protest.jpg
46,Tony Lee,"Some left-wing activists have been urging Senate Democrats to walk out in protest because they feel Democrats have not had enough time to review all of Kavanaugh’s documents, but Biden reportedly said during a Pittsburgh Labor Day parade that Democrats should… [+1405 chars]",Former Vice President Joe Biden warned Senate Democrats on Monday afternoon not to walk out this week during the Supreme Court confirmation hearings for Brett Kavanaugh.,right,2018-09-03T22:19:42Z,breitbart-news,Breitbart News,Biden Warns Dems: Don’t Walk Out of Kavanaugh Hearings,https://www.breitbart.com/big-government/2018/09/03/biden-warns-dems-dont-walk-out-of-kavanaugh-hearings/,https://media.breitbart.com/media/2018/07/wi/ap/30/3ebbcc_supreme-court-kavanaugh-20368-brett-kavanaugh-supreme-court-nominee-judge.jpg
47,AWR Hawkins,"Kavanaugh’s explanation came after Feinstein pointed out that he “argued that the DC ‘assault weapons’ ban was unconstitutional,” and did so because AR-15s and similar rifles were in “common use.” She asked him to explain the basis for such a conclusion. Duri… [+2987 chars]","Brett Kavanaugh told Sen. Dianne Feinstein that AR-15s and similar rifles are in ""common use"" because they are ""widely owned.""",right,2018-09-05T16:04:23Z,breitbart-news,Breitbart News,Kavanaugh to Feinstein: AR-15s in ‘Common Use’ Because ‘Widely Possessed’,https://www.breitbart.com/big-government/2018/09/05/kavanaugh-feinstein-commonly-used/,https://media.breitbart.com/media/2018/09/Dianne-Feinstein-1.png
48,Neil Munro,"Kavanaugh countered by arguing that his 2008 dissent complied with the Supreme Court’s Sure-Tan decision in 1984. In the 2008 case, two other judges outvoted Kavanaugh and said the 1984 Sure-Tan decision allowed illegal migrants to join unions. But Kavanaugh … [+5074 chars]","Democratic Sen. Dick Durbin argued that illegal immigrants can join unions, and suggested that a 2008 decision by Judge Brett Kavanaugh shows he is hostile to ""immigrants.""",right,2018-09-06T02:33:06Z,breitbart-news,Breitbart News,Kavanaugh Rejects Sen. Durbin’s Claim that Illegal Immigrants Can Form Unions,https://www.breitbart.com/big-government/2018/09/05/kavanaugh-rejects-sen-durbin-claim-that-illegal-immigrants-can-form-unions/,https://media.breitbart.com/media/2018/09/AP_18247794911179.jpg
49,Charlie Spiering,"“The Brett Kavanaugh hearings for the future Justice of the Supreme Court are truly a display of how mean, angry, and despicable the other side is,” Trump wrote. Democrats began the hearings by interrupting and speaking outside of regular order, leaving Repub… [+1026 chars]","""The Brett Kavanaugh hearings for the future Justice of the Supreme Court are truly a display of how mean, angry, and despicable the other side is,"" Trump wrote.",right,2018-09-04T21:14:15Z,breitbart-news,Breitbart News,"Trump: Democrats ‘Mean, Angry, and Despicable’ During Supreme Court Confirmation Hearings",https://www.breitbart.com/big-government/2018/09/04/trump-democrats-mean-angry-and-despicable-during-supreme-court-confirmation-hearings/,https://media.breitbart.com/media/2018/09/Dems-Out-of-Order.jpg
50,Ben Kew,"The 41-year-old Covert Affairs star posted a video on Twitter on Tuesday of her and other far-left activists, including Linda Sarsour, protesting the hearing before being escorted out by police. It is not currently clear whether Perabo was charged with a crim… [+2645 chars]","Actress Piper Perabo was arrested while protesting Supreme Court judge nominee Brett Kavanaugh’s confirmation hearing on Tuesday, she announced on Monday.",right,2018-09-04T19:44:03Z,breitbart-news,Breitbart News,Watch: Actress Piper Perabo Arrested at Brett Kavanaugh Hearing,https://www.breitbart.com/big-hollywood/2018/09/04/piper-perabo-arrested-kavanaugh-hearing/,https://media.breitbart.com/media/2018/09/PiperPerabo1.jpg
51,Joel B. Pollak,"Durbin said: I also want to say a word about the protesters who have interrupted the hearing from time to time. As I said at the outset, this is one of the costs of democracy. It is one which the Senate Judiciary Committee, which has been constructed for the … [+1997 chars]","Sen. Dick Durbin (D-IL) once again defended the protesters who have disrupted Judge Brett Kavanaugh's Supreme Court confirmation hearing at the Senate Judiciary Committee on Thursday, calling them ""one of the costs of democracy.""",right,2018-09-06T17:17:17Z,breitbart-news,Breitbart News,Dick Durbin Defends Protesters Who Disrupt Brett Kavanaugh Hearing — Again,https://www.breitbart.com/big-government/2018/09/06/dick-durbin-defends-protesters-who-disrupt-brett-kavanaugh-hearing-again/,https://media.breitbart.com/media/2018/09/Dick-Durbin-column-Getty.jpg
52,Joel B. Pollak,Harris questioned Kavanaugh about whether he had ever had a conversation with someone at a law firm founded by President Donald Trump’s former lawyer about the investigation by Special Counsel Robert Mueller into Russian interference in the 2016 election. Kav… [+2935 chars],Sen. Kamala Harris (D-CA) is receiving dismal reviews from the usually-friendly liberal California media for her performance Thursday at the Senate Judiciary Committee during the Supreme Court confirmation hearings for Judge Brett Kavanaugh.,right,2018-09-07T14:55:15Z,breitbart-news,Breitbart News,"L.A. Times, S.F. Chronicle: Kamala Harris ‘Failed Miserably’ at Brett Kavanaugh Hearing",https://www.breitbart.com/california/2018/09/07/l-a-times-s-f-chronicle-kamala-harris-failed-miserably-at-brett-kavanaugh-hearing/,https://media.breitbart.com/media/2018/09/Cory-Booker-and-Kamala-Harris-Getty.jpg
53,Joel B. Pollak,"Guttenberg tweeted: “Just walked up to Judge Kavanaugh as morning session ended. Put out my hand to introduce myself as Jaime Guttenberg’s dad. He pulled his hand back, turned his back to me and walked away. I guess he did not want to deal with the reality of… [+3006 chars]","Democrats are swooning over the accusation that Judge Brett Kavanaugh snubbed Fred Guttenberg, whose daughter Jaime was killed in the Parkland, Florida mass shooting, when Guttenberg tried to shake his hand at his confirmation hearing on Tuesday.",right,2018-09-04T21:46:23Z,breitbart-news,Breitbart News,Debunked: Anti-Trump Parkland Dad Targets Brett Kavanaugh with Handshake Stunt,https://www.breitbart.com/big-government/2018/09/04/anti-trump-parkland-dad-targets-brett-kavanaugh-with-handshake-stunt/,https://media.breitbart.com/media/2018/09/Guttenberg-Kavanaugh-handshake-Associated-Press.jpg
